CPU_arr,IO_arr,SYSCALL_arr,ISR_arr,overhead_arr
19,0,5,15,1
46,0,2,1,3
9,0,9,5,1
20,0,2,8,1
33,0,0,27,1
8,0,10,8,1
36,0,20,22,1
44,0,10,4,1
29,0,44,5,1
21,0,8,11,1
25,0,11,7,1
49,0,47,1,1
15,0,20,22,1
13,0,1,0,2
40,0,66,3,1
15,0,7,9,1
46,0,11,6,1
49,0,45,1,1
28,0,2,12,1
49,0,32,4,1
12,0,37,10,3
33,0,2,19,1
20,0,2,13,1
33,0,8,18,1
41,0,18,24,1
39,0,2,37,2
35,0,64,12,1
14,0,16,32,1
12,0,2,6,1
46,0,17,1,1
16,0,19,24,1
42,0,18,6,1
30,0,41,2,3
36,0,1,8,1
40,0,12,6,1
18,0,28,2,1
21,0,32,77,1
15,0,15,9,2
46,0,52,4,1
42,0,8,47,1
11,0,3,0,1
36,0,12,24,1
24,0,13,35,1
16,0,3,8,1
17,0,38,29,1
29,0,4,61,1
14,0,17,5,1
11,0,20,29,1
48,0,5,60,1
45,0,2,23,2
27,0,6,3,1
27,0,20,59,1
31,0,20,26,1
17,0,34,3,1
32,0,14,65,1
16,0,21,18,1
40,0,37,23,2
43,0,26,28,1
14,0,1,31,1
32,0,40,4,1
15,0,42,62,1
44,0,9,12,1
41,0,44,23,1
45,0,1,60,1
14,0,2,14,1
19,0,8,15,1
36,0,28,48,1
9,0,17,10,1
30,0,19,15,2
13,0,3,32,1
27,0,21,8,1
50,0,24,5,1
14,0,1,29,1
42,0,1,21,2
35,0,21,6,1
31,0,3,31,1
41,0,1,8,1
27,0,4,8,1
19,0,17,18,1
39,0,2,9,1
29,0,17,15,3
43,0,22,65,1
48,0,15,10,1
31,0,20,11,1
33,0,19,35,1
33,0,6,4,3
31,0,40,12,1
33,0,12,47,1
20,0,1,4,1
47,0,81,17,1
16,0,7,62,1
10,0,11,0,1
9,0,23,0,3
36,0,28,26,1
32,0,6,21,1
18,0,64,14,1
24,0,15,28,1
17,0,33,10,3
44,0,52,24,1
49,0,15,48,1
26,0,13,10,1
16,0,21,17,1
17,0,5,64,1
7,0,14,31,1
46,0,20,7,3
40,0,23,28,1
6,0,15,40,1
26,0,33,24,1
6,0,4,36,1
40,0,6,37,2
15,0,11,2,1
24,0,18,59,1
33,0,18,1,1
46,0,25,0,1
29,0,26,7,1
37,0,4,16,1
40,0,26,17,2
40,0,1,34,1
17,0,15,16,1
33,0,19,1,1
24,0,8,39,1
15,0,29,9,3
17,0,45,4,1
43,0,46,34,1
49,0,19,18,1
48,0,29,21,1
47,0,10,35,1
15,0,6,40,1
36,0,10,2,1
10,0,11,44,1
26,0,8,1,1
26,0,14,2,1
50,0,21,8,1
6,0,19,28,1
49,0,59,25,1
35,0,8,28,1
33,0,20,27,1
39,0,25,23,1
32,0,3,28,1
48,0,2,18,1
27,0,67,0,2
18,0,6,77,1
14,0,4,11,1
25,0,7,8,1
26,0,7,37,1
22,0,9,6,1
20,0,16,1,1
10,0,4,15,1
6,0,20,6,1
48,0,27,17,1
16,0,26,25,1
34,0,2,16,1
24,0,32,18,2
6,0,19,30,1
35,0,7,37,1
45,0,29,9,1
14,0,11,43,1
28,0,6,22,3
39,0,24,8,1
14,0,5,30,1
8,0,9,4,1
37,0,15,13,1
44,0,2,55,1
49,0,33,8,1
14,0,49,26,3
17,0,0,29,1
21,0,1,28,1
23,0,11,5,1
16,0,21,67,1
7,0,3,1,1
30,0,52,11,1
20,0,3,26,1
34,0,2,0,1
18,0,58,1,1
36,0,1,6,1
24,0,8,24,1
24,0,28,11,2
29,0,1,18,1
43,0,11,0,1
7,0,17,1,1
20,0,11,38,1
40,0,11,6,2
24,0,44,3,1
44,0,39,33,1
18,0,8,29,1
30,0,53,10,1
42,0,21,28,1
44,0,27,21,1
41,0,50,28,1
16,0,4,40,1
40,0,2,18,1
43,0,6,20,1
10,0,25,54,1
41,0,9,15,1
13,0,52,9,1
17,0,33,52,1
13,0,2,2,1
31,0,56,2,1
23,0,10,4,1
35,0,2,0,1
39,0,70,2,2
24,0,4,10,1
39,0,9,18,1
27,0,30,14,1
39,0,25,32,1
17,0,23,0,2
50,0,37,8,1
18,0,12,32,1
14,0,1,9,1
31,0,81,3,1
12,0,2,14,1
46,0,2,3,1
46,0,4,3,3
6,0,39,8,1
32,0,5,43,1
40,0,56,3,1
9,0,0,45,1
33,0,7,1,3
50,0,46,4,1
28,0,6,22,1
17,0,4,43,1
14,0,43,4,1
13,0,29,51,1
14,0,7,5,1
33,0,30,10,3
14,0,2,13,1
39,0,3,2,1
13,0,6,4,1
49,0,21,37,1
8,0,9,15,1
44,0,27,2,1
45,0,4,59,1
17,0,3,1,1
49,0,8,0,1
27,0,36,5,1
32,0,20,6,1
16,0,25,0,1
10,0,9,8,1
38,0,3,16,1
29,0,13,0,1
38,0,10,62,1
29,0,18,16,2
38,0,27,0,1
33,0,4,24,1
42,0,3,42,1
35,0,9,21,1
33,0,15,34,1
40,0,26,28,1
13,0,32,2,1
21,0,25,30,1
18,0,3,6,1
28,0,24,2,1
7,0,12,23,1
22,0,1,23,2
10,0,47,14,1
36,0,46,20,1
27,0,9,10,1
45,0,40,7,1
17,0,29,23,1
24,0,18,21,1
17,0,50,14,2
29,0,43,22,1
29,0,18,4,1
30,0,30,14,1
16,0,0,20,1
27,0,3,2,2
23,0,7,2,1
44,0,12,5,1
22,0,3,14,1
6,0,16,2,1
21,0,2,29,1
38,0,13,3,1
33,0,31,16,3
14,0,7,32,1
22,0,2,2,1
40,0,18,26,1
47,0,8,58,1
50,0,1,0,1
18,0,16,5,1
28,0,32,31,1
50,0,22,1,1
44,0,44,2,1
28,0,7,6,1
42,0,21,18,1
45,0,72,1,2
15,0,1,41,1
35,0,6,9,1
17,0,12,26,1
36,0,30,31,1
25,0,30,4,1
34,0,36,2,1
30,0,15,5,1
32,0,32,11,1
21,0,51,12,1
10,0,32,14,1
25,0,2,13,1
36,0,45,1,1
20,0,10,34,1
22,0,16,25,1
22,0,23,0,1
29,0,8,34,1
14,0,10,23,3
37,0,25,5,1
37,0,11,43,1
30,0,30,0,1
21,0,56,1,1
25,0,4,6,1
34,0,6,7,1
48,0,9,3,3
24,0,5,82,1
26,0,33,27,1
33,0,37,8,1
34,0,14,42,1
20,0,5,16,1
48,0,12,6,1
24,0,8,13,1
16,0,3,3,1
32,0,9,24,1
30,0,37,30,1
9,0,16,0,1
40,0,33,26,3
29,0,39,31,1
7,0,6,10,1
37,0,47,4,1
46,0,4,36,1
13,0,12,4,1
13,0,16,9,1
11,0,23,26,1
44,0,2,14,1
25,0,26,10,1
35,0,4,66,1
14,0,10,0,1
41,0,24,1,3
39,0,14,7,1
37,0,24,9,1
30,0,29,10,1
25,0,33,12,1
44,0,11,30,2
28,0,26,23,1
12,0,7,27,1
49,0,7,0,1
40,0,54,10,1
45,0,13,55,1
34,0,9,5,1
16,0,12,14,3
12,0,16,76,1
26,0,0,1,1
31,0,23,1,1
16,0,26,4,1
24,0,8,13,3
38,0,35,28,1
22,0,16,45,1
7,0,6,2,1
41,0,26,12,1
21,0,23,31,1
30,0,4,24,1
20,0,30,18,2
50,0,3,27,1
43,0,5,13,1
25,0,30,7,1
25,0,0,10,1
16,0,3,5,1
49,0,21,6,1
49,0,3,9,1
20,0,10,10,1
6,0,17,1,1
23,0,1,42,1
45,0,2,35,1
42,0,20,20,3
11,0,37,24,1
26,0,15,12,1
29,0,36,15,1
43,0,37,23,1
20,0,21,7,3
22,0,23,2,1
16,0,22,7,1
6,0,10,38,1
22,0,59,9,1
41,0,8,35,1
17,0,1,36,1
7,0,69,18,3
49,0,34,24,1
26,0,8,2,1
48,0,54,3,1
39,0,0,5,1
18,0,9,25,3
18,0,32,22,1
44,0,0,47,1
12,0,1,19,1
26,0,78,18,1
33,0,17,58,1
16,0,7,13,1
16,0,13,21,1
49,0,9,30,1
16,0,24,1,1
36,0,28,2,1
16,0,8,16,1
48,0,18,32,2
34,0,47,11,1
16,0,5,54,1
38,0,20,16,1
28,0,75,12,1
13,0,22,17,1
47,0,7,2,1
21,0,71,1,3
33,0,15,3,1
23,0,20,13,1
48,0,46,7,1
20,0,1,19,1
42,0,0,22,1
16,0,5,10,1
38,0,38,14,1
40,0,13,11,1
22,0,49,3,1
49,0,3,23,1
45,0,2,8,1
17,0,20,5,1
17,0,32,12,1
41,0,10,2,1
8,0,46,14,1
39,0,16,41,1
30,0,6,22,1
39,0,24,18,1
8,0,9,25,1
15,0,1,4,1
36,0,11,1,1
40,0,32,6,1
9,0,5,0,1
32,0,33,19,3
38,0,15,53,1
23,0,2,13,1
13,0,15,6,1
44,0,6,16,1
35,0,4,1,1
7,0,34,0,1
7,0,0,23,1
34,0,7,5,1
50,0,10,9,1
31,0,37,21,1
42,0,9,5,1
49,0,31,2,2
39,0,27,50,1
8,0,20,11,1
7,0,29,2,1
6,0,24,32,1
29,0,26,0,1
27,0,37,17,1
44,0,0,31,1
41,0,1,1,1
17,0,12,4,1
20,0,5,6,1
8,0,17,9,1
15,0,57,8,1
26,0,18,13,1
9,0,3,11,1
7,0,31,7,1
31,0,11,31,1
29,0,16,8,2
37,0,22,4,1
24,0,1,6,1
49,0,2,24,1
34,0,7,17,1
9,0,13,24,1
10,0,20,10,1
43,0,52,3,3
14,0,19,32,1
6,0,13,21,1
40,0,21,14,1
6,0,8,43,1
28,0,5,20,1
9,0,37,17,1
38,0,5,24,1
6,0,2,0,1
42,0,7,3,1
47,0,26,10,1
26,0,6,0,1
33,0,48,7,2
27,0,12,18,1
29,0,0,27,1
36,0,38,26,1
8,0,6,32,1
30,0,3,23,3
31,0,10,20,1
18,0,4,37,1
50,0,3,6,1
45,0,64,9,1
14,0,41,14,1
41,0,16,25,1
17,0,30,8,1
20,0,19,55,1
17,0,9,0,1
25,0,18,16,1
27,0,14,51,1
10,0,0,0,2
33,0,18,2,1
30,0,7,5,1
39,0,9,40,1
16,0,15,24,1
21,0,9,31,1
13,0,28,0,1
50,0,59,25,1
20,0,13,46,1
26,0,24,10,1
31,0,52,5,1
16,0,16,65,1
23,0,4,3,3
21,0,34,3,1
14,0,3,28,1
23,0,6,15,1
8,0,11,11,1
24,0,8,64,1
45,0,44,5,1
7,0,47,2,2
48,0,4,19,1
48,0,34,31,1
23,0,57,20,1
39,0,15,49,1
36,0,0,0,1
9,0,33,0,1
38,0,2,12,1
42,0,5,2,1
31,0,47,6,1
19,0,12,13,1
27,0,3,4,1
37,0,26,24,3
49,0,22,44,1
22,0,15,31,1
39,0,31,5,1
45,0,22,62,1
28,0,12,25,1
20,0,16,22,1
38,0,7,38,1
17,0,7,38,1
31,0,10,15,1
32,0,6,45,1
48,0,14,2,1
11,0,39,2,2
50,0,13,4,1
50,0,30,1,1
11,0,56,0,1
26,0,4,5,1
24,0,36,8,3
19,0,58,6,1
22,0,0,18,1
22,0,12,3,1
16,0,17,0,1
34,0,2,6,1
33,0,10,4,1
47,0,15,4,2
10,0,22,23,1
33,0,7,27,1
21,0,62,30,1
48,0,3,41,1
49,0,6,25,1
42,0,67,7,1
10,0,4,58,1
30,0,3,0,1
18,0,59,8,1
8,0,7,49,1
37,0,2,26,1
37,0,43,19,3
28,0,7,29,1
25,0,3,0,1
21,0,60,3,1
49,0,4,5,1
27,0,17,0,3
19,0,26,1,1
22,0,8,6,1
6,0,0,7,1
26,0,47,7,1
37,0,18,11,1
9,0,10,7,1
6,0,37,0,2
48,0,5,92,1
21,0,1,22,1
18,0,6,21,1
6,0,4,32,1
13,0,27,20,3
48,0,29,16,1
41,0,12,40,1
8,0,8,7,1
45,0,26,4,1
32,0,11,8,1
24,0,4,7,1
32,0,35,5,1
27,0,2,13,1
34,0,8,2,1
41,0,11,12,1
27,0,2,77,1
31,0,43,1,2
41,0,53,14,1
47,0,10,18,1
24,0,2,13,1
8,0,25,13,1
48,0,8,35,1
24,0,0,23,1
42,0,10,16,1
41,0,30,20,1
47,0,18,9,1
13,0,28,9,1
26,0,3,17,1
50,0,0,27,1
32,0,20,25,1
49,0,5,41,1
32,0,7,40,1
14,0,12,20,1
40,0,7,29,1
41,0,5,15,1
0,0,11,17,3
0,0,6,31,1
0,0,4,2,1
0,0,6,0,1
0,0,13,19,1
0,0,3,3,3
0,0,20,14,1
0,0,5,25,1
0,0,3,3,1
0,0,31,9,1
0,0,4,56,1
0,0,22,14,1
0,0,65,15,1
0,0,29,68,1
0,0,8,5,1
0,0,42,10,1
0,0,24,30,1
0,0,8,22,2
0,0,37,13,1
0,0,16,52,1
0,0,11,0,1
0,0,18,16,1
0,0,11,42,1
0,0,11,3,1
0,0,41,2,2
0,0,15,5,1
0,0,10,7,1
0,0,14,7,1
0,0,16,33,1
0,0,14,11,1
0,0,32,6,1
0,0,14,52,1
0,0,12,0,1
0,0,14,0,1
0,0,34,69,1
0,0,2,22,1
0,0,36,2,1
0,0,30,29,1
0,0,18,10,1
0,0,50,5,1
0,0,9,35,1
0,0,0,33,3
0,0,14,8,1
0,0,2,42,1
0,0,0,2,1
0,0,11,0,1
0,0,16,5,1
0,0,1,2,1
0,0,20,1,2
0,0,2,9,1
0,0,17,14,1
0,0,20,21,1
0,0,27,35,1
0,0,12,27,3
0,0,17,12,1
0,0,45,60,1
0,0,4,34,1
0,0,44,7,1
0,0,15,40,1
0,0,13,2,1
0,0,38,4,2
0,0,8,15,1
0,0,2,17,1
0,0,9,17,1
0,0,1,25,1
0,0,1,3,1
0,0,4,5,1
0,0,22,11,1
0,0,16,7,1
0,0,31,3,1
0,0,0,17,1
0,0,1,10,1
0,0,8,3,3
0,0,0,29,1
0,0,3,24,1
0,0,6,14,1
0,0,1,28,1
0,0,0,3,2
0,0,27,9,1
0,0,9,18,1
0,0,13,2,1
0,0,20,29,1
0,0,6,31,1
0,0,0,1,1
0,0,8,4,2
0,0,10,9,1
0,0,16,0,1
0,0,20,3,1
0,0,23,16,1
0,0,19,4,1
0,0,32,0,1
0,0,1,11,1
0,0,0,13,1
0,0,12,11,1
0,0,6,30,1
0,0,5,8,1
0,0,21,4,1
0,0,26,11,1
0,0,1,18,1
0,0,27,35,1
0,0,32,42,1
0,0,24,1,1
0,0,39,1,1
0,0,0,14,1
0,0,15,30,1
0,0,72,24,1
0,0,18,30,1
0,0,2,1,1
0,0,38,24,2
0,0,39,31,1
0,0,3,30,1
0,0,43,12,1
0,0,9,25,1
0,0,19,9,2
0,0,39,3,1
0,0,14,50,1
0,0,13,16,1
0,0,36,6,1
0,0,9,24,1
0,0,4,27,1
0,0,10,16,2
0,0,10,46,1
0,0,19,10,1
0,0,22,23,1
0,0,29,37,1
0,0,16,12,3
0,0,30,0,1
0,0,3,28,1
0,0,21,11,1
0,0,51,14,1
0,0,10,51,1
0,0,2,23,1
0,0,14,12,3
0,0,1,17,1
0,0,0,16,1
0,0,11,18,1
0,0,28,54,1
0,0,13,12,3
0,0,43,16,1
0,0,6,40,1
0,0,2,6,1
0,0,31,10,1
0,0,1,32,1
0,0,5,13,1
0,0,13,18,3
0,0,14,23,1
0,0,11,1,1
0,0,19,0,1
0,0,3,13,1
0,0,4,3,2
0,0,21,9,1
0,0,19,38,1
0,0,6,9,1
0,0,31,19,1
0,0,13,34,1
0,0,9,20,1
0,0,22,8,1
0,0,4,22,1
0,0,2,10,1
0,0,6,24,1
0,0,3,32,1
0,0,26,18,3
0,0,51,16,1
0,0,12,57,1
0,0,21,3,1
0,0,53,16,1
0,0,26,39,1
0,0,18,39,1
0,0,31,21,1
0,0,1,26,1
0,0,7,6,1
0,0,59,2,1
0,0,11,11,1
0,0,2,5,2
0,0,18,4,1
0,0,16,7,1
0,0,6,41,1
0,0,48,12,1
0,0,9,47,1
0,0,11,8,1
0,0,61,1,2
0,0,30,29,1
0,0,7,12,1
0,0,37,4,1
0,0,35,11,1
0,0,16,1,1
0,0,24,7,1
0,0,1,53,1
0,0,1,9,1
0,0,4,17,1
0,0,3,49,1
0,0,15,15,1
0,0,29,23,1
0,0,3,30,1
0,0,9,23,1
0,0,56,0,1
0,0,12,39,1
0,0,16,4,1
0,0,62,3,1
0,0,6,69,1
0,0,5,18,1
0,0,10,18,1
0,0,0,41,1
0,0,4,0,1
0,0,26,22,1
0,0,31,65,1
0,0,12,15,1
0,0,54,5,1
0,0,5,42,1
0,0,1,2,1
0,0,18,2,1
0,0,0,7,1
0,0,18,9,1
0,0,67,23,1
0,0,32,45,1
0,0,1,5,1
0,0,34,21,3
0,0,24,52,1
0,0,33,7,1
0,0,41,18,1
0,0,1,65,1
0,0,0,33,3
0,0,13,12,1
0,0,18,31,1
0,0,7,16,1
0,0,17,11,1
0,0,36,17,1
0,0,9,12,1
0,0,30,3,3
0,0,12,17,1
0,0,5,3,1
0,0,32,1,1
0,0,23,6,1
0,0,26,11,3
0,0,35,16,1
0,0,28,42,1
0,0,0,26,1
0,0,60,6,1
0,0,2,23,1
0,0,0,31,1
0,0,5,17,2
0,0,5,38,1
0,0,4,0,1
0,0,6,1,1
0,0,13,9,1
0,0,4,8,3
0,0,33,14,1
0,0,2,47,1
0,0,32,2,1
0,0,50,23,1
0,0,24,37,1
0,0,18,30,1
0,0,37,15,3
0,0,18,38,1
0,0,19,2,1
0,0,62,0,1
0,0,4,7,1
0,0,6,24,1
0,0,13,3,1
0,0,25,24,1
0,0,6,45,1
0,0,35,1,1
0,0,23,48,1
0,0,13,2,1
0,0,23,9,3
0,0,7,37,1
0,0,6,12,1
0,0,19,8,1
0,0,21,71,1
0,0,8,5,2
0,0,44,4,1
0,0,34,52,1
0,0,13,0,1
0,0,24,36,1
0,0,13,61,1
0,0,14,3,1
0,0,52,17,1
0,0,29,27,1
0,0,16,2,1
0,0,21,5,1
0,0,4,20,1
0,0,1,2,1
0,0,9,0,1
0,0,18,5,1
0,0,9,6,1
0,0,41,23,1
0,0,24,27,1
0,0,2,22,1
0,0,39,29,2
0,0,1,45,1
0,0,1,6,1
0,0,6,19,1
0,0,8,47,1
0,0,32,34,2
0,0,39,23,1
0,0,13,43,1
0,0,39,7,1
0,0,46,15,1
0,0,16,27,1
0,0,19,14,1
0,0,30,28,1
0,0,29,42,1
0,0,2,0,1
0,0,62,34,1
0,0,10,57,1
0,0,15,19,3
0,0,68,0,1
0,0,23,21,1
0,0,7,21,1
0,0,49,17,1
0,0,2,59,1
0,0,7,0,1
0,0,53,11,3
0,0,8,29,1
0,0,6,7,1
0,0,9,2,1
0,0,13,10,1
0,0,0,3,3
0,0,57,19,1
0,0,30,43,1
0,0,21,11,1
0,0,49,20,1
0,0,17,37,1
0,0,2,1,1
0,0,18,5,1
0,0,1,18,1
0,0,5,1,1
0,0,7,0,1
0,0,13,5,1
0,0,23,17,1
0,0,37,17,1
0,0,12,33,1
0,0,15,17,1
0,0,30,11,1
0,0,11,58,1
0,0,1,2,1
0,0,61,5,2
0,0,29,27,1
0,0,25,15,1
0,0,45,0,1
0,0,6,22,1
0,0,9,2,3
0,0,42,3,1
0,0,15,6,1
0,0,28,0,1
0,0,57,0,1
0,0,14,7,1
0,0,8,27,1
0,0,30,3,2
0,0,19,32,1
0,0,0,3,1
0,0,26,16,1
0,0,26,55,1
0,0,22,4,2
0,0,48,0,1
0,0,15,10,1
0,0,16,6,1
0,0,42,4,1
0,0,0,9,1
0,0,4,11,1
0,0,6,18,3
0,0,8,28,1
0,0,22,25,1
0,0,37,3,1
0,0,13,29,1
0,0,0,3,3
0,0,18,11,1
0,0,0,39,1
0,0,33,8,1
0,0,42,10,1
0,0,1,51,1
0,0,10,0,1
0,0,18,8,3
0,0,4,59,1
0,0,8,8,1
0,0,39,14,1
0,0,7,28,1
0,0,17,3,2
0,0,36,1,1
0,0,0,38,1
0,0,3,10,1
0,0,5,9,1
0,0,35,29,1
0,0,24,10,1
0,0,38,2,1
0,0,18,32,1
0,0,20,4,1
0,0,29,3,1
0,0,1,16,1
0,0,0,0,2
0,0,6,5,1
0,0,2,10,1
0,0,0,5,1
0,0,6,2,1
0,0,47,9,1
0,0,5,2,1
0,0,47,0,2
0,0,21,10,1
0,0,7,20,1
0,0,20,10,1
0,0,15,44,1
0,0,16,8,1
0,0,29,11,1
0,0,0,47,1
0,0,8,20,1
0,0,33,1,1
0,0,1,66,1
0,0,10,7,1
0,0,16,11,1
0,0,18,45,1
0,0,14,2,1
0,0,60,32,1
0,0,39,37,1
0,0,0,2,3
0,0,43,2,1
0,0,1,8,1
0,0,15,18,1
0,0,19,2,1
0,0,39,64,1
0,0,9,16,1
0,0,47,2,1
0,0,2,17,1
0,0,2,19,1
0,0,19,18,1
0,0,28,41,1
0,0,22,1,2
0,0,25,12,1
0,0,7,28,1
0,0,29,32,1
0,0,49,15,1
0,0,2,52,1
0,0,1,8,1
0,0,29,3,3
0,0,2,12,1
0,0,7,13,1
0,0,17,3,1
0,0,32,38,1
0,0,9,4,2
0,0,58,17,1
0,0,30,20,1
0,0,23,5,1
0,0,44,2,1
0,0,2,6,1
0,0,4,20,1
0,0,8,20,1
0,0,3,34,1
0,0,2,14,1
0,0,13,21,1
0,0,6,37,1
0,0,7,26,3
0,0,38,1,1
0,0,10,40,1
0,0,7,42,1
0,0,18,9,1
0,0,7,44,1
0,0,6,1,1
0,0,16,2,2
0,0,30,8,1
0,0,21,28,1
0,0,45,17,1
0,0,23,19,1
0,0,13,3,1
0,0,19,21,1
0,0,4,24,1
0,0,3,1,1
0,0,15,1,1
0,0,39,21,1
0,0,26,3,1
0,0,35,1,2
0,0,23,4,1
0,0,12,17,1
0,0,35,2,1
0,0,7,17,1
0,0,2,22,3
0,0,7,15,1
0,0,0,20,1
0,0,3,19,1
0,0,18,6,1
0,0,6,40,1
0,0,1,12,1
0,0,9,1,3
0,0,15,81,1
0,0,1,7,1
0,0,39,11,1
0,0,31,23,1
0,0,11,28,3
0,0,24,6,1
0,0,0,64,1
0,0,1,15,1
0,0,14,33,1
0,0,9,52,1
0,0,20,15,1
0,0,23,13,3
0,0,29,21,1
0,0,6,5,1
0,0,43,14,1
0,0,2,20,1
0,0,17,23,1
0,0,72,15,1
0,0,37,33,1
0,0,17,4,1
0,0,27,6,1
0,0,5,11,1
0,0,20,18,1
0,0,62,18,3
0,0,16,25,1
0,0,28,26,1
0,0,48,4,1
0,0,14,26,1
0,0,0,1,2
0,0,22,15,1
0,0,2,19,1
0,0,0,8,1
0,0,5,29,1
0,0,9,45,1
0,0,11,46,1
0,0,19,19,1
0,0,27,29,1
0,0,6,10,1
0,0,54,6,1
0,0,8,10,1
0,0,2,11,2
0,0,43,8,1
0,0,3,14,1
0,0,11,21,1
0,0,29,19,1
0,0,7,59,1
0,0,23,8,1
0,0,37,20,1
0,0,3,25,1
0,0,23,3,1
0,0,36,2,1
0,0,12,67,1
0,0,17,6,3
0,0,57,4,1
0,0,32,7,1
0,0,4,7,1
0,0,33,9,1
0,0,15,16,1
0,0,2,4,1
0,0,38,20,3
0,0,0,27,1
0,0,13,26,1
0,0,24,2,1
0,0,14,32,1
0,0,28,19,2
0,0,39,7,1
0,0,1,29,1
0,0,1,11,1
0,0,5,6,1
0,0,25,24,1
0,0,17,5,1
0,0,21,9,2
0,0,45,15,1
0,0,19,2,1
0,0,31,33,1
0,0,3,49,1
0,0,12,0,3
0,0,17,1,1
0,0,16,11,1
0,0,4,21,1
0,0,23,3,1
0,0,17,52,1
0,0,19,3,1
0,0,35,2,3
0,0,48,58,1
0,0,13,1,1
0,0,39,8,1
0,0,0,28,1
0,0,19,1,1
0,0,27,11,1
0,0,4,17,1
0,0,4,11,1
0,0,12,11,1
0,0,27,44,1
0,0,17,39,1
0,0,28,8,1
0,0,10,53,1
0,0,4,21,1
0,0,27,27,1
0,0,6,50,1
0,0,9,4,1
0,0,11,2,1
0,0,4,6,1
0,0,19,25,1
0,0,31,9,1
0,0,3,52,1
0,0,1,33,1
0,0,6,2,2
0,0,23,56,1
0,0,14,10,1
0,0,55,2,1
0,0,2,70,1
0,0,1,4,2
0,0,4,9,1
0,0,14,30,1
0,0,6,25,1
0,0,23,23,1
0,0,41,37,1
0,0,11,12,1
0,0,33,1,2
0,0,16,81,1
0,0,2,2,1
0,0,17,2,1
0,0,13,4,1
0,0,26,39,1
0,0,58,5,1
0,0,3,56,1
0,0,2,0,1
0,0,4,7,1
0,0,4,46,1
0,0,3,6,1
0,0,6,4,1
0,0,4,43,1
0,0,2,29,1
0,0,37,7,1
0,0,5,30,1
0,0,1,2,2
0,0,8,3,1
0,0,21,6,1
0,0,15,21,1
0,0,21,9,1
0,0,17,27,1
0,0,14,4,1
0,0,29,3,1
0,0,9,8,1
0,0,33,36,1
0,0,44,20,1
0,0,10,25,1
0,0,12,9,2
0,0,64,3,1
0,0,26,13,1
0,0,15,10,1
0,0,29,18,1
0,0,40,27,1
0,0,10,4,1
0,0,40,3,1
0,0,35,9,1
0,0,1,15,1
0,0,42,26,1
0,0,13,32,1
0,0,16,25,2
0,0,28,3,1
0,0,10,24,1
0,0,8,12,1
0,0,28,1,1
0,0,34,47,1
0,0,11,46,1
0,0,50,9,2
0,0,1,40,1
0,0,0,29,1
0,0,58,18,1
0,0,9,50,1
0,0,8,43,2
0,0,78,18,1
0,0,16,30,1
0,0,13,0,1
0,0,37,3,1
0,0,16,7,1
0,0,6,12,1
0,0,22,3,3
0,0,1,16,1
0,0,4,2,1
0,0,13,13,1
0,0,10,31,1
0,0,11,7,1
0,0,56,2,1
0,0,4,18,1
0,0,9,8,1
0,0,30,1,1
0,0,12,16,1
0,0,3,32,1
0,0,31,22,3
0,0,12,44,1
0,0,36,7,1
0,0,42,21,1
0,0,32,72,1
0,0,14,1,3
0,0,29,6,1
0,0,1,12,1
0,0,9,30,1
0,0,22,30,1
0,0,12,36,1
0,0,17,15,1
0,0,65,32,2
0,0,0,51,1
0,0,5,32,1
0,0,90,2,1
0,0,14,45,1
0,0,5,10,1
0,0,52,16,1
0,0,0,23,1
0,0,3,8,1
0,0,27,10,1
0,0,29,25,1
0,0,11,11,1
0,0,22,30,1
0,0,7,56,1
0,0,34,4,1
0,0,54,6,1
0,0,7,9,1
0,0,0,5,2
0,0,39,33,1
0,0,1,37,1
0,0,3,14,1
0,0,9,5,1
0,0,14,12,1
0,0,9,8,1
0,0,36,3,1
0,0,23,9,1
0,0,16,37,1
0,0,19,16,1
0,0,11,33,1
0,0,0,39,3
0,0,14,6,1
0,0,1,47,1
0,0,0,4,1
0,0,8,12,1
0,0,17,16,1
0,0,9,23,1
0,0,54,2,3
0,0,13,26,1
0,0,4,4,1
0,0,14,10,1
0,0,20,24,1
0,0,12,14,1
0,0,23,24,1
0,0,8,29,1
0,0,7,33,1
0,0,16,11,1
0,0,15,26,1
0,0,4,7,1
0,0,29,7,1
0,0,35,54,1
0,0,31,13,1
0,0,34,9,1
0,0,29,12,1
0,0,2,16,1
0,0,54,0,1
0,0,5,23,1
0,0,3,26,1
0,0,8,8,1
0,0,4,35,1
0,0,35,16,1
0,0,45,6,1
0,0,20,26,1
0,0,22,23,1
0,0,31,4,1
0,0,10,30,1
0,0,7,3,1
0,0,39,5,1
0,0,33,30,1
0,0,5,0,1
0,0,42,3,1
0,0,5,21,1
0,0,1,3,1
0,0,26,10,3
0,0,25,17,1
0,0,22,1,1
0,0,49,2,1
0,0,13,20,1
0,0,25,37,1
0,0,56,15,1
0,0,32,36,1
0,0,2,37,1
0,0,33,21,1
0,0,7,23,1
0,0,5,22,1
0,0,21,10,1
0,0,9,59,1
0,0,25,8,1
0,0,52,1,1
0,0,17,69,1
0,0,4,34,3
0,0,45,8,1
0,0,7,54,1
0,0,4,0,1
0,0,10,9,1
0,0,1,32,1
0,0,25,0,1
0,0,39,1,3
0,0,9,78,1
0,0,0,17,1
0,0,37,7,1
0,0,19,13,1
0,0,5,9,1
0,0,19,24,1
0,0,0,28,1
